Model,Star Rating,No. of Ratings,No. of Reviews,OS,,Size,Screen Size,Warranty,Color,Price
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,4.2,1860,233,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Metallic Black,"49,990"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",4.2,1690,130,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Blue,"52,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,1489,345,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Metallic Black,"49,690"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,656,237,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Metallic Black,"32,990"
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,4.2,648,335,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Grey,"43,800"
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-071IN Thi...,4.3,964,120,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Silver,"44,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,953,333,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Metallic Black,"47,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,4.3,1010,301,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Silver,"36,990"
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,4.2,748,122,Windows 11 Operating System,,100.63 cm (39.62 cm) Display,,1 year onsite warranty,Black,"36,990"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,4.2,1738,230,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Grey,"47,990"
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,4.3,1964,259,Windows 11 Home Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"40,990"
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.4,1223,247,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Metallic Black,"58,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,4.2,331,301,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Silver,"32,990"
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,4.3,853,128,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Metallic Black,"33,990"
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForc...,4.3,1960,204,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Grey,"65,990"
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,3.8,1021,151,Chrome Operating System,,1 Year Onsite Warranty,,2 year international warranty,Blue,"13,490"
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thi...,4.3,1152,214,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Black,"36,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,4.3,614,273,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Black,"39,990"
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,412,261,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Silver,"55,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,1321,200,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Black,"49,990"
SAMSUNG Galaxy Book4 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN ...,4.5,760,183,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"75,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,4.4,1602,160,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"67,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,4.3,365,224,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Metallic Black,"33,990"
MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,4,1190,299,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Grey,"64,990"
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,No rating,586,170,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year warranty,Blue,"1,40,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,1130,169,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"49,990"
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,4.2,986,238,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Black,"53,990"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,4.2,1089,207,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Black,"29,990"
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,4.2,396,309,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Grey,"28,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,1848,342,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Metallic Black,"49,690"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1...",4.3,1596,333,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"36,990"
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,4.3,692,348,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Black,"59,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,4.7,1086,320,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,2 year international warranty,Blue,"84,990"
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,4.5,1286,316,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Metallic Black,"61,990"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,1192,290,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Silver,"32,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,1767,120,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Metallic Black,"47,990"
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,4.2,1974,337,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Blue,"32,490"
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light La...,4.3,536,230,Windows 11 Operating System,,100.58 cm (39.6 cm) Display,,1 year warranty,Blue,"34,990"
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook Lapto...,3.7,969,181,Chrome Operating System,,1 Year Carry-in Warranty,,1 year warranty,Grey,"16,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.4,1387,187,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"61,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,4.3,729,210,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Black,"36,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,4.2,271,329,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Grey,"32,990"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,4.2,1622,109,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Blue,"47,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,4.7,1999,254,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,2 year international warranty,Metallic Black,"84,990"
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,4.3,932,111,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Blue,"33,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,4.3,1839,106,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Metallic Black,"39,990"
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,4,1155,244,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Metallic Black,"42,990"
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,4.2,569,292,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"35,990"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,4.2,375,291,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Metallic Black,"49,990"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",4.2,526,349,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"52,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,1477,213,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Grey,"49,690"
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,4.2,443,125,Windows 11 Operating System,,100.63 cm (39.62 cm) Display,,1 year warranty,Blue,"36,990"
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,4.2,1954,114,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"43,800"
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-071IN Thi...,4.3,1937,342,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Metallic Black,"44,990"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,1820,132,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Metallic Black,"32,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,945,161,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Grey,"47,990"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,4.2,1559,328,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"47,990"
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,4.3,306,146,Windows 11 Home Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Silver,"40,990"
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.4,1576,194,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year onsite warranty,Blue,"58,990"
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForc...,4.3,1436,134,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Metallic Black,"65,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,4.2,268,292,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Black,"32,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,4.3,1643,299,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Blue,"36,990"
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,3.8,513,175,Chrome Operating System,,1 Year Onsite Warranty,,1 year warranty,Blue,"13,490"
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,1043,222,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Blue,"55,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,4.3,362,345,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Grey,"39,990"
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-671IN /...,4.2,1761,348,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Grey,"49,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,1600,182,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Blue,"49,990"
SAMSUNG Galaxy Book4 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN ...,4.5,791,124,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Black,"75,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,4.4,896,156,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Silver,"67,990"
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,4.3,828,131,Windows 11 Operating System,,43.94 cm (17.3 Inch) Display,,2 year international warranty,Silver,"57,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,4.3,1338,162,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Metallic Black,"33,990"
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,4.3,1565,111,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Silver,"33,990"
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,No rating,274,162,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,1 year onsite warranty,Silver,"1,40,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,1822,176,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Black,"49,990"
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,4.2,250,191,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Silver,"53,990"
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,4.2,1160,100,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Black,"29,990"
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,4.2,1822,278,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Grey,"28,990"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,390,169,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Black,"49,690"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1...",4.3,897,235,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Grey,"36,990"
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,4.3,437,295,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year warranty,Black,"59,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,4.7,1401,232,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,2 year international warranty,Blue,"84,990"
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,4.5,450,316,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Grey,"61,990"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,4.3,1400,185,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Grey,"32,990"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,506,319,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Silver,"47,990"
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,4.2,1949,138,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,2 year international warranty,Grey,"32,490"
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light La...,4.3,796,122,Windows 11 Operating System,,100.58 cm (39.6 cm) Display,,1 year warranty,Black,"34,990"
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook Lapto...,3.7,443,167,Chrome Operating System,,1 Year Carry-in Warranty,,2 year international warranty,Blue,"16,990"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.4,952,279,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Blue,"61,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,4.3,1377,103,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Silver,"36,990"
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,4.2,1808,225,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,1 year warranty,Black,"32,990"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,4.2,1538,274,Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year onsite warranty,Black,"47,990"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,4.7,1051,350,Mac OS Operating System,,34.54 cm (13.6 Inch) Display,,1 year onsite warranty,Metallic Black,"84,990"
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,4.3,1191,120,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,2 year international warranty,Grey,"33,990"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,4.3,1657,328,Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Silver,"39,990"
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,4,1533,283,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,1 year onsite warranty,Blue,"42,990"
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,4.2,663,204,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,2 year international warranty,Metallic Black,"35,990"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,4.2,1631,165,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,1 year warranty,Black,"49,990"
